type,id,brand,model,year,tire_type,inner_tube,price_range,width_specified,width_measured,width_specified_unit,weight_specified,weight_measured,tread,casing,perc_tread,rr_medium,rr_high,rr_extra_high,rr_ultra_high,wet_grip_average,wet_grip_center,wet_grip_edge,puncture_score_tread,puncture_score_sidewall,puncture_force_sharp_tread,puncture_force_sharp_sidewall,puncture_force_blunt_tread,puncture_force_blunt_sidewall,tire_thickness_tread,tire_thickness_sidewall,rating,replaced,rr_extra_low,rr_low,knob_height_center,knob_height_edge
cx_gravel,wtb-resolute,WTB,Resolute TCS Light 42,2021.0,TLR,None,High,42.0,41.6,mm,460.0,484.0,,,,22.4,20.8,,,65.0,69.0,62.0,20.0,9.0,5.2,3.0,4.0,2.8,2.0,0.75,2.7,False,27.6,24.8,2.0,2.0
cx_gravel,schwalbe-g-one-speed,Schwalbe,G-One Speed Super Ground V-Guard SpeedGrip 40,2020.0,TLR,None,High,40.0,36.9,mm,465.0,481.0,,,,22.1,20.2,,,82.0,84.0,79.0,51.0,14.0,9.6,4.8,10.4,5.0,3.1,0.95,2.5,False,28.2,24.8,0.3,0.3
cx_gravel,maxxis-rambler-exo-tr,Maxxis,Rambler EXO/TR 120 TPI 40,2021.0,TLR,None,High,40.0,38.6,mm,440.0,420.0,,,,22.3,21.0,,,63.0,61.0,64.0,28.0,17.0,8.0,5.8,6.8,6.2,1.8,0.9,3.0,False,29.5,25.0,1.4,1.8
cx_gravel,panaracer-gravel-king-ss-tlc,Panaracer,GravelKing SS Plus TLC 40,2021.0,TLR,None,High,40.0,36.2,mm,460.0,474.0,,,,23.4,22.3,,,64.0,62.0,66.0,70.0,34.0,13.2,11.0,12.6,11.6,3.4,1.0,3.3,False,30.0,25.5,0.2,1.5
cx_gravel,vittoria-terreno-mix,Vittoria,Terreno Mix TNT G+ 2.0 33,2020.0,TLR,None,High,33.0,32.9,mm,420.0,416.0,,,,24.7,23.4,,,62.0,64.0,59.0,38.0,19.0,8.6,5.8,7.8,7.4,2.6,0.95,3.0,False,28.4,25.6,2.2,1.5
cx_gravel,pirelli-gravel-s,Pirelli,Cinturato Gravel S 40,2023.0,TLR,None,High,40.0,39.2,mm,540.0,553.0,,,,23.9,22.7,,,65.0,65.0,65.0,34.0,14.0,7.0,4.4,7.6,4.2,2.6,1.15,4.0,False,29.5,25.6,2.0,3.2
cx_gravel,challenge-grifo-pro,Challenge,Grifo Pro 33,2020.0,TT,Butyl,High,33.0,33.0,mm,0.0,365.0,,,,23.2,22.0,,,52.0,52.0,51.0,39.0,16.0,9.8,5.6,9.0,4.6,2.2,1.2,4.0,False,30.6,25.7,1.7,1.8
cx_gravel,wtb-nano,WTB,Nano TCS Light 40,2020.0,TLR,None,High,40.0,39.7,mm,497.0,480.0,,,,23.8,23.0,,,61.0,63.0,60.0,23.0,11.0,6.0,4.0,5.0,3.8,2.1,0.8,3.0,False,28.5,25.8,2.9,2.5
cx_gravel,pirelli-cinturato-cross-mixed-terrain,Pirelli,Cinturato Cross M 33,2020.0,TLR,None,High,33.0,30.6,mm,390.0,420.0,,,,24.8,24.1,,,65.0,67.0,63.0,35.0,19.0,8.4,5.4,7.8,6.4,2.4,1.15,3.5,False,27.9,25.9,2.6,2.7
cx_gravel,schwalbe-g-one-ultrabite,Schwalbe,G-One Ultrabite TLE SpeedGrip 40,2020.0,TLR,None,High,40.0,36.9,mm,480.0,564.0,,,,24.8,24.5,,,60.0,55.0,64.0,36.0,18.0,8.2,5.8,8.4,6.4,2.3,0.95,3.0,False,28.3,26.0,2.3,3.3
cx_gravel,schwalbe-g-one-allround,Schwalbe,G-One Allround Super Ground SpeedGrip 40,2020.0,TLR,None,High,40.0,36.4,mm,480.0,524.0,,,,23.4,21.8,,,70.0,73.0,68.0,35.0,17.0,8.0,5.4,8.2,6.0,2.3,1.0,2.5,False,29.0,26.0,1.1,1.3
cx_gravel,irc-boken-doublecross,IRC,Boken Doublecross 42,2023.0,TLR,None,High,42.0,41.7,mm,530.0,559.0,,,,23.5,22.7,,,70.0,77.0,63.0,30.0,16.0,7.0,5.4,6.8,4.6,2.3,1.15,2.8,False,29.8,26.3,2.1,2.1
cx_gravel,wtb-byway-sg2,WTB,Byway TCS Light SG2 40,2020.0,TLR,None,High,40.0,35.7,mm,463.0,462.0,,,,23.9,22.3,,,66.0,71.0,62.0,49.0,19.0,10.8,7.4,8.4,5.8,3.1,0.85,2.5,False,29.7,26.6,0.0,1.8
cx_gravel,vittoria-terreno-dry-tlr-40,Vittoria,Terreno Dry TLR G+ 2.0 40,2022.0,TLR,None,High,40.0,39.7,mm,450.0,460.0,,,,23.4,22.0,,,71.0,77.0,64.0,50.0,13.0,12.0,5.0,7.8,5.2,3.0,0.6,2.5,False,31.0,26.6,0.5,2.3
cx_gravel,vittoria-terreno-zero-gravel-lite,Vittoria,Terreno Zero Gravel Lite 40,2024.0,TLR,None,High,40.0,39.2,mm,440.0,445.0,,,,24.8,22.9,,,73.0,73.0,74.0,64.0,14.0,13.0,6.6,8.8,4.2,3.9,0.6,3.0,False,32.6,27.8,0.0,1.1
cx_gravel,vittoria-terreno-wet,Vittoria,Terreno Wet TNT G+ 2.0 33,2020.0,TLR,None,High,33.0,32.8,mm,410.0,413.0,,,,27.9,27.7,,,58.0,59.0,57.0,40.0,17.0,8.2,5.4,9.4,6.2,2.6,0.95,2.5,False,29.7,28.4,2.2,2.1
cx_gravel,challenge-gravel-grinder,Challenge,Gravel Grinder 33,2020.0,TT,Butyl,High,33.0,33.0,mm,0.0,412.0,,,,25.1,23.5,,,53.0,53.0,52.0,62.0,13.0,15.6,4.0,11.2,4.0,2.6,1.2,3.5,False,33.9,28.7,0.7,2.3
cx_gravel,hutchinson-touareg,Hutchinson,Touareg Hardskin TLR 40,2024.0,TLR,None,High,40.0,39.6,mm,490.0,502.0,,,,24.5,22.7,,,66.0,70.0,63.0,34.0,15.0,8.6,5.8,6.4,4.2,2.5,0.95,2.5,False,34.0,29.0,1.4,1.8
cx_gravel,pirelli-cinturato-all-road,Pirelli,Cinturato All Road 40,2023.0,TLR,None,High,40.0,36.2,mm,590.0,552.0,,,,26.1,24.4,,,69.0,72.0,65.0,80.0,23.0,15.0,5.8,10.2,6.4,4.4,1.7,3.5,False,35.9,29.7,0.0,1.2
cx_gravel,maxxis-re-fuse-gravel,Maxxis,Re-Fuse Gravel 40,2020.0,TLR,None,High,40.0,37.0,mm,520.0,514.0,,,,27.6,25.8,,,62.0,62.0,61.0,98.0,21.0,19.6,7.4,14.6,6.4,3.7,1.05,3.5,False,33.6,30.1,0.3,0.3
cx_gravel,bontrager-gr1-team-issue,Bontrager,GR1 Team Issue 40,2023.0,TLR,None,High,40.0,38.9,mm,430.0,437.0,,,,27.7,26.3,,,73.0,73.0,72.0,24.0,15.0,7.0,5.4,6.4,4.8,1.6,0.9,2.0,False,36.2,30.4,1.2,1.2
cx_gravel,goodyear-connector-ultimate,Goodyear,Connector Ultimate 35,2023.0,TLR,None,High,35.0,34.0,mm,460.0,454.0,,,,27.8,26.1,,,65.0,69.0,60.0,40.0,17.0,10.0,6.2,8.2,6.0,2.4,0.8,2.5,False,37.0,31.4,1.7,2.4
tour/e-bike,compass-bon-jon-pass-2018,Compass,Bon Jon Pass,2018.0,TLR,None,High,35.0,35.0,mm,355.0,346.0,,,,15.6,14.2,,,61.0,61.0,60.0,38.0,8.0,8.0,3.0,,,2.9,0.6,3.0,False,23.6,18.3,,
tour/e-bike,continental-grand-prix-urban,Continental,Grand Prix Urban,2021.0,TT,Butyl,High,35.0,33.3,mm,345.0,342.0,,,,16.9,15.2,,,68.0,66.0,70.0,66.0,11.0,13.8,4.4,10.6,4.4,3.4,0.6,4.7,False,25.4,19.7,,
tour/e-bike,schwalbe-marathon-almotion-2016,Schwalbe,Marathon Almotion (OneStar),2016.0,TT,Butyl,High,40.0,38.3,mm,610.0,629.0,,,,17.1,15.8,,,,,,107.0,17.0,13.4,5.8,,,6.6,0.9,5.0,False,24.9,19.4,,
tour/e-bike,vittoria-voyager-hyper-2016,Vittoria,Voyager Hyper,2016.0,TT,Butyl,High,37.0,37.0,mm,395.0,415.0,,,,17.7,15.5,,,,,,60.0,19.0,12.0,6.8,,,3.3,0.8,5.0,False,27.7,21.1,,
tour/e-bike,continental-contact-urban,Continental,Contact Urban,2022.0,TT,Butyl,Med,40.0,38.8,mm,545.0,538.0,,,,18.4,16.9,,,81.0,85.0,78.0,95.0,11.0,16.8,4.8,13.0,3.0,4.4,0.75,5.0,False,26.7,20.9,,
tour/e-bike,schwalbe-marathon-efficiency,Schwalbe,Marathon Efficiency,2022.0,TT,Butyl,High,40.0,37.7,mm,510.0,514.0,,,,18.5,17.3,,,77.0,85.0,68.0,69.0,18.0,13.0,7.0,10.0,5.4,4.0,0.9,4.5,False,25.6,20.9,,
tour/e-bike,schwalbe-marathon-supreme-2016,Schwalbe,Marathon Supreme,2016.0,TT,Butyl,High,37.0,35.0,mm,440.0,431.0,,,,19.1,16.9,,,,,,99.0,11.0,15.4,4.0,,,5.0,0.7,5.0,False,32.3,23.6,,
tour/e-bike,schwalbe-marathon-almotion-addix,Schwalbe,Marathon Almotion Addix,2022.0,TT,Butyl,High,40.0,38.2,mm,490.0,501.0,,,,19.4,18.4,,,77.0,83.0,71.0,81.0,12.0,14.2,4.4,10.0,4.4,4.7,0.65,4.5,False,25.3,21.4,,
tour/e-bike,schwalbe-marathon-almotion-tle-addix,Schwalbe,Marathon Almotion TLE Addix,2021.0,TLR,None,High,40.0,37.7,mm,625.0,607.0,,,,19.7,18.9,,,74.0,78.0,69.0,83.0,17.0,14.2,5.0,9.6,6.2,5.0,1.0,3.5,False,26.2,21.7,,
tour/e-bike,panaracer-pasela-pt,Panaracer,Pasela PT (ProTite),2021.0,TT,Butyl,High,38.0,35.2,mm,420.0,408.0,,,,20.6,18.9,,,63.0,61.0,64.0,76.0,7.0,14.6,3.2,12.4,2.2,3.6,0.55,3.5,False,28.8,23.6,,
tour/e-bike,continental-sport-contact-2016,Continental,Sport Contact II,2016.0,TT,Butyl,Med,37.0,36.0,mm,520.0,479.0,,,,20.6,18.9,,,,,,76.0,17.0,13.2,5.6,,,4.2,1.0,4.0,False,30.1,23.8,,
tour/e-bike,schwalbe-marathon-2015,Schwalbe,Marathon (GreenGuard),2015.0,TT,Butyl,Med,37.0,35.1,mm,730.0,729.0,,,,21.3,19.6,,,,,,124.0,20.0,14.8,5.6,,,7.3,1.65,5.0,False,30.6,23.8,,
tour/e-bike,schwalbe-energizer-plus-2015,Schwalbe,Energizer Plus,2015.0,TT,Butyl,Med,37.0,35.0,mm,730.0,742.0,,,,21.5,19.9,,,,,,117.0,17.0,14.4,4.8,,,7.0,1.5,5.0,False,31.2,24.0,,
tour/e-bike,cst-e-series-reach-2015,CST,E-Series Reach,2015.0,TT,Butyl,Med,37.0,37.1,mm,734.0,734.0,,,,21.9,19.0,,,,,,61.0,26.0,10.4,6.8,,,4.4,1.8,3.0,False,36.2,26.6,,
tour/e-bike,schwalbe-green-marathon,Schwalbe,Green Marathon,2024.0,TT,Butyl,Med,40.0,38.4,mm,790.0,857.0,,,,22.4,21.6,,,71.0,72.0,71.0,105.0,21.0,13.8,5.4,9.6,6.4,7.0,1.55,4.5,False,29.4,24.8,,
tour/e-bike,continental-top-contact-ii-2015,Continental,Top Contact II,2015.0,TT,Butyl,High,37.0,37.2,mm,600.0,584.0,,,,24.2,22.1,,,,,,95.0,19.0,16.0,6.2,,,4.4,1.05,3.0,False,35.6,28.4,,
tour/e-bike,continental-urban-taraxagum,Continental,Urban Taraxagum,2022.0,TT,Butyl,High,35.0,32.6,mm,340.0,348.0,,,,24.2,22.1,,,73.0,74.0,73.0,84.0,10.0,18.2,4.4,14.0,3.6,3.2,0.6,3.5,False,37.2,28.6,,
tour/e-bike,continental-contact-ii-2015,Continental,Contact II,2015.0,TT,Butyl,Med,37.0,33.8,mm,620.0,623.0,,,,24.3,21.7,,,,,,65.0,30.0,11.4,7.6,,,4.2,1.95,2.0,False,39.4,28.9,,
tour/e-bike,schwalbe-marathon-racer-2015,Schwalbe,Marathon Racer,2015.0,TT,Butyl,Med,35.0,33.2,mm,465.0,450.0,,,,24.6,22.6,,,,,,97.0,13.0,16.4,4.6,,,4.6,0.8,3.0,False,38.3,28.8,,
tour/e-bike,schwalbe-kojak-2017,Schwalbe,Kojak,2017.0,TT,Butyl,Med,35.0,33.2,mm,330.0,351.0,,,,24.8,21.9,,,74.0,72.0,76.0,67.0,9.0,12.0,3.4,,,3.9,0.55,2.0,False,37.5,29.1,,
tour/e-bike,continental-city-ride-ii-2015,Continental,City Ride II,2015.0,TT,Butyl,Low,37.0,37.0,mm,740.0,782.0,,,,25.1,23.9,,,,,,93.0,26.0,13.8,6.8,,,5.5,1.8,4.0,False,40.5,29.8,,
tour/e-bike,schwalbe-marathon-plus-2015,Schwalbe,Marathon Plus,2015.0,TT,Butyl,High,37.0,34.3,mm,900.0,898.0,,,,25.5,23.6,,,,,,129.0,21.0,13.0,5.8,,,9.0,1.6,5.0,False,36.6,28.9,,
tour/e-bike,schwalbe-marathon-mondial-2016,Schwalbe,Marathon Mondial Evo,2016.0,TT,Butyl,High,37.0,35.1,mm,570.0,579.0,,,,26.7,24.5,,,,,,108.0,20.0,14.8,6.4,,,6.1,1.1,3.0,False,38.6,30.8,,
tour/e-bike,vredestein-perfect-e-2015,Vredestein,Perfect-E,2015.0,TT,Butyl,Med,37.0,37.3,mm,660.0,693.0,,,,27.3,24.6,,,,,,82.0,14.0,13.0,4.2,,,4.8,1.4,2.0,False,41.3,32.0,,
tour/e-bike,schwalbe-marathon-e-plus,Schwalbe,Marathon E-Plus,2020.0,TT,Butyl,High,37.0,32.3,mm,930.0,911.0,,,,27.4,25.5,,,72.0,74.0,70.0,163.0,26.0,16.4,7.6,13.8,6.2,8.8,1.8,5.0,False,34.8,30.1,,
tour/e-bike,continental-top-contact-winter-2016,Continental,Top Contact Winter II,2016.0,TT,Butyl,High,37.0,32.1,mm,470.0,468.0,,,,28.5,27.0,,,,,,119.0,19.0,17.6,5.2,,,5.5,0.85,4.0,False,36.4,30.8,,
tour/e-bike,vittoria-randonneur-2015,Vittoria,Randonneur,2015.0,TT,Butyl,Med,37.0,33.4,mm,570.0,598.0,,,,32.4,29.0,,,,,,150.0,14.0,21.6,4.8,,,5.7,0.9,2.0,False,52.1,38.9,,
tour/e-bike,continental-e-contact-2015,Continental,E.Contact,2015.0,TT,Butyl,Med,37.0,35.0,mm,800.0,840.0,,,,33.4,29.6,,,,,,124.0,31.0,16.0,8.0,,,6.6,1.85,2.0,False,51.1,39.4,,
fat,schwalbe-jumbo-jim-liteskin-2016,Schwalbe,Jumbo Jim LiteSkin PaceStar,2016.0,TLR,None,High,4.0,,inch,990.0,1079.0,,,,20.5,19.2,,,,,,23.0,13.0,6.4,5.2,,,1.7,0.55,5.0,False,29.4,23.2,3.7,6.8
fat,schwalbe-jumbo-jim-snakeskin-2017,Schwalbe,Jumbo Jim SnakeSkin,2017.0,TLR,None,High,4.0,,inch,1090.0,1164.0,,,,20.6,19.1,,,,,,27.0,18.0,7.4,6.0,,,1.7,1.05,5.0,False,31.1,23.7,3.4,6.5
fat,specialized-fast-trak-fat-2016,Specialized,Fast Trak Fat,2016.0,TLR,None,High,4.0,,inch,0.0,1189.0,,,,24.5,21.9,,,,,,32.0,25.0,8.4,7.0,,,1.8,1.5,4.0,False,35.9,28.6,3.2,4.8
fat,veerubber-vee-8-2016,VeeRubber ,Vee 8,2016.0,TLR,None,Med,4.0,,inch,1390.0,1385.0,,,,25.0,22.9,,,,,,37.0,23.0,9.0,7.8,,,2.2,1.0,4.0,False,38.3,29.7,3.3,3.6
fat,surly-larry-120tpi-2016,Surly,Larry,2016.0,TLR,None,High,3.8,,inch,1256.0,1212.0,,,,28.7,26.2,,,,,,30.0,13.0,6.8,4.4,,,2.5,0.9,3.0,False,40.9,32.2,4.5,4.5
fat,45nrth-van-helga-2016,45NRTH,Van Helga,2016.0,TLR,None,High,4.0,,inch,0.0,1229.0,,,,31.9,29.7,,,,,,23.0,13.0,6.0,4.6,,,1.9,0.9,3.0,False,43.5,35.5,5.8,6.5
fat,45nrth-husker-du-2016,45NRTH,Husker Du,2016.0,TLR,None,High,4.0,,inch,0.0,1290.0,,,,31.7,29.1,,,,,,32.0,16.0,7.6,5.4,,,2.3,0.9,2.0,False,44.2,35.1,4.3,4.3
fat,surly-larry-27tpi-2016,Surly,Larry 27 TPI,2016.0,TLR,None,High,3.8,,inch,1567.0,1660.0,,,,33.9,29.4,,,,,,28.0,16.0,5.8,4.8,,,2.9,1.3,2.0,False,45.5,38.0,4.5,4.5
fat,vittoria-bomboloni-2017,Vittoria,Bomboloni TNT,2017.0,TLR,None,High,4.0,,inch,1525.0,1506.0,,,,32.0,29.3,,,,,,33.0,22.0,8.2,6.4,,,2.1,1.4,2.0,False,46.4,36.6,3.1,6.5
fat,maxxis-mammoth-2016,Maxxis,Mammoth,2016.0,TLR,None,High,4.0,,inch,1270.0,1271.0,,,,29.7,26.2,,,,,,35.0,20.0,8.2,6.8,,,2.4,0.95,2.0,False,47.2,35.2,3.0,5.5
fat,panaracer-fat-b-nimble-2016,Panaracer,Fat B Nimble,2016.0,TLR,None,High,4.0,,inch,1180.0,1135.0,,,,33.9,31.8,,,,,,37.0,15.0,8.6,5.4,,,2.4,0.85,2.0,False,47.9,38.0,4.0,4.5
fat,kenda-juggernaut-pro-2016,Kenda,Juggernaut Pro,2016.0,TLR,None,Med,4.0,,inch,835.0,853.0,,,,38.4,36.3,,,,,,26.0,12.0,7.0,4.8,,,1.7,0.5,1.0,False,51.7,42.1,3.0,3.0
